pre_proc,redux_func,n_components,dist,t,P1pp,P1_True,P1_len,P2pp,P2_True,P2_len,P3pp,P3_True,P3_len
escalaropt_missings,_NMF,50,scy_cossine,974.1600704193116,0.0035971223021582736,2,556,0.2804232804232804,159,567,0.2669172932330827,71,266
escalaropt_missings,_NMF,50,Camberra,968.322598695755,0.0035971223021582736,2,556,0.2804232804232804,159,567,0.2669172932330827,71,266
escalaropt_missings,_NMF,50,BrayCurtis,963.9970757961273,0.0035971223021582736,2,556,0.2804232804232804,159,567,0.2669172932330827,71,266
escalaropt_missings,_NMF,50,np_cossine,961.2404828071594,0.0035971223021582736,2,556,0.2804232804232804,159,567,0.2669172932330827,71,266
escalaropt_missings,_NMF,80,Manhattan,1349.3052780628204,0.007194244604316547,4,556,0.25044091710758376,142,567,0.2556390977443609,68,266
escalaropt_missings,_NMF,80,scy_cossine,985.9889454841614,0.007194244604316547,4,556,0.25044091710758376,142,567,0.2556390977443609,68,266
escalaropt_missings,_NMF,80,Camberra,964.5907063484192,0.007194244604316547,4,556,0.25044091710758376,142,567,0.2556390977443609,68,266
escalaropt_missings,_NMF,80,BrayCurtis,960.4191381931304,0.007194244604316547,4,556,0.25044091710758376,142,567,0.2556390977443609,68,266
escalaropt_missings,_NMF,80,np_cossine,962.2695453166963,0.007194244604316547,4,556,0.25044091710758376,142,567,0.2556390977443609,68,266
escalaropt_missings,_NMF,100,Manhattan,1417.2388145923615,0.007194244604316547,4,556,0.25044091710758376,142,567,0.2330827067669173,62,266
escalaropt_missings,_NMF,100,scy_cossine,977.2324757575988,0.007194244604316547,4,556,0.25044091710758376,142,567,0.2330827067669173,62,266
escalaropt_missings,_NMF,100,Camberra,964.184538602829,0.007194244604316547,4,556,0.25044091710758376,142,567,0.2330827067669173,62,266
escalaropt_missings,_NMF,100,BrayCurtis,965.1865336894988,0.007194244604316547,4,556,0.25044091710758376,142,567,0.2330827067669173,62,266
escalaropt_missings,_NMF,100,np_cossine,964.1586060523987,0.007194244604316547,4,556,0.25044091710758376,142,567,0.2330827067669173,62,266
escalaropt_missings,_NMF,120,Manhattan,1485.383267879486,0.007194244604316547,4,556,0.2522045855379189,143,567,0.2593984962406015,69,266
escalaropt_missings,_NMF,120,scy_cossine,979.7891340255736,0.007194244604316547,4,556,0.2522045855379189,143,567,0.2593984962406015,69,266
escalaropt_missings,_NMF,120,Camberra,963.8362250328064,0.007194244604316547,4,556,0.2522045855379189,143,567,0.2593984962406015,69,266
escalaropt_missings,_NMF,120,BrayCurtis,962.8150522708893,0.007194244604316547,4,556,0.2522045855379189,143,567,0.2593984962406015,69,266
escalaropt_missings,_NMF,120,np_cossine,960.8825130462646,0.007194244604316547,4,556,0.2522045855379189,143,567,0.2593984962406015,69,266
escalaropt_missings,_NMF,150,Manhattan,1753.575180053711,0.00539568345323741,3,556,0.2028218694885361,115,567,0.2293233082706767,61,266
escalaropt_missings,_NMF,150,scy_cossine,1071.733253955841,0.00539568345323741,3,556,0.2028218694885361,115,567,0.2293233082706767,61,266
escalaropt_missings,_NMF,150,Camberra,1011.0474541187286,0.00539568345323741,3,556,0.2028218694885361,115,567,0.2293233082706767,61,266
escalaropt_missings,_NMF,150,BrayCurtis,973.5363390445708,0.00539568345323741,3,556,0.2028218694885361,115,567,0.2293233082706767,61,266
escalaropt_missings,_NMF,150,np_cossine,972.404951095581,0.00539568345323741,3,556,0.2028218694885361,115,567,0.2293233082706767,61,266
escalaropt_missings,_TruncatedSVD,10,Manhattan,1053.0533034801483,0.007194244604316547,4,556,0.1887125220458553,107,567,0.19548872180451127,52,266
escalaropt_missings,_TruncatedSVD,10,scy_cossine,966.116632461548,0.007194244604316547,4,556,0.1887125220458553,107,567,0.19548872180451127,52,266
escalaropt_missings,_TruncatedSVD,10,Camberra,986.1662275791168,0.007194244604316547,4,556,0.1887125220458553,107,567,0.19548872180451127,52,266
escalaropt_missings,_TruncatedSVD,10,BrayCurtis,1000.9588813781737,0.007194244604316547,4,556,0.1887125220458553,107,567,0.19548872180451127,52,266
escalaropt_missings,_TruncatedSVD,10,np_cossine,1019.1260437965393,0.007194244604316547,4,556,0.1887125220458553,107,567,0.19548872180451127,52,266
escalaropt_missings,_TruncatedSVD,20,Manhattan,1155.7972733974455,0.01079136690647482,6,556,0.18694885361552027,106,567,0.21804511278195488,58,266
escalaropt_missings,_TruncatedSVD,20,scy_cossine,1047.3229949474337,0.01079136690647482,6,556,0.18694885361552027,106,567,0.21804511278195488,58,266
escalaropt_missings,_TruncatedSVD,20,Camberra,1041.6779313087463,0.01079136690647482,6,556,0.18694885361552027,106,567,0.21804511278195488,58,266
escalaropt_missings,_TruncatedSVD,20,BrayCurtis,1015.5199646949768,0.01079136690647482,6,556,0.18694885361552027,106,567,0.21804511278195488,58,266
escalaropt_missings,_TruncatedSVD,20,np_cossine,1015.884081363678,0.01079136690647482,6,556,0.18694885361552027,106,567,0.21804511278195488,58,266
escalaropt_missings,_TruncatedSVD,30,Manhattan,1108.4114193916319,0.008992805755395683,5,556,0.20987654320987653,119,567,0.2293233082706767,61,266
escalaropt_missings,_TruncatedSVD,30,scy_cossine,1010.167610168457,0.008992805755395683,5,556,0.20987654320987653,119,567,0.2293233082706767,61,266
escalaropt_missings,_TruncatedSVD,30,Camberra,977.263503074646,0.008992805755395683,5,556,0.20987654320987653,119,567,0.2293233082706767,61,266
escalaropt_missings,_TruncatedSVD,30,BrayCurtis,996.8190577030182,0.008992805755395683,5,556,0.20987654320987653,119,567,0.2293233082706767,61,266
escalaropt_missings,_TruncatedSVD,30,np_cossine,1058.9723563194277,0.008992805755395683,5,556,0.20987654320987653,119,567,0.2293233082706767,61,266
escalaropt_missings,_TruncatedSVD,50,Manhattan,1383.5868265628815,0.008992805755395683,5,556,0.2416225749559083,137,567,0.2631578947368421,70,266
escalaropt_missings,_TruncatedSVD,50,scy_cossine,1092.193907737732,0.008992805755395683,5,556,0.2416225749559083,137,567,0.2631578947368421,70,266
escalaropt_missings,_TruncatedSVD,50,Camberra,1109.2548990249634,0.008992805755395683,5,556,0.2416225749559083,137,567,0.2631578947368421,70,266
escalaropt_missings,_TruncatedSVD,50,BrayCurtis,1033.9052460193634,0.008992805755395683,5,556,0.2416225749559083,137,567,0.2631578947368421,70,266
escalaropt_missings,_TruncatedSVD,50,np_cossine,1015.2589190006256,0.008992805755395683,5,556,0.2416225749559083,137,567,0.2631578947368421,70,266
escalaropt_missings,_TruncatedSVD,80,Manhattan,1494.7633128166199,0.008992805755395683,5,556,0.2433862433862433,138,567,0.2631578947368421,70,266
escalaropt_missings,_TruncatedSVD,80,scy_cossine,1121.463677406311,0.008992805755395683,5,556,0.2433862433862433,138,567,0.2631578947368421,70,266
escalaropt_missings,_TruncatedSVD,80,Camberra,1116.0615384578703,0.008992805755395683,5,556,0.2433862433862433,138,567,0.2631578947368421,70,266
escalaropt_missings,_TruncatedSVD,80,BrayCurtis,1106.1378834247591,0.008992805755395683,5,556,0.2433862433862433,138,567,0.2631578947368421,70,266
escalaropt_missings,_TruncatedSVD,80,np_cossine,1088.1672668457034,0.008992805755395683,5,556,0.2433862433862433,138,567,0.2631578947368421,70,266
escalaropt_missings,_TruncatedSVD,100,Manhattan,1552.37153673172,0.008992805755395683,5,556,0.23633156966490296,134,567,0.2593984962406015,69,266
escalaropt_missings,_TruncatedSVD,100,scy_cossine,1051.1165397167206,0.008992805755395683,5,556,0.23633156966490296,134,567,0.2593984962406015,69,266
escalaropt_missings,_TruncatedSVD,100,Camberra,1006.0114593505859,0.008992805755395683,5,556,0.23633156966490296,134,567,0.2593984962406015,69,266
escalaropt_missings,_TruncatedSVD,100,BrayCurtis,1003.002385377884,0.008992805755395683,5,556,0.23633156966490296,134,567,0.2593984962406015,69,266
escalaropt_missings,_TruncatedSVD,100,np_cossine,993.4187290668488,0.008992805755395683,5,556,0.23633156966490296,134,567,0.2593984962406015,69,266
escalaropt_missings,_TruncatedSVD,120,Manhattan,1633.4960148334505,0.008992805755395683,5,556,0.2380952380952381,135,567,0.2556390977443609,68,266
escalaropt_missings,_TruncatedSVD,120,scy_cossine,1021.6981880664824,0.008992805755395683,5,556,0.2380952380952381,135,567,0.2556390977443609,68,266
escalaropt_missings,_TruncatedSVD,120,Camberra,998.4863836765288,0.008992805755395683,5,556,0.2380952380952381,135,567,0.2556390977443609,68,266
escalaropt_missings,_TruncatedSVD,120,BrayCurtis,1040.8752236366272,0.008992805755395683,5,556,0.2380952380952381,135,567,0.2556390977443609,68,266
escalaropt_missings,_TruncatedSVD,120,np_cossine,1151.4145793914795,0.008992805755395683,5,556,0.2380952380952381,135,567,0.2556390977443609,68,266
escalaropt_missings,_TruncatedSVD,150,Manhattan,1774.5752532482147,0.008992805755395683,5,556,0.23633156966490296,134,567,0.2556390977443609,68,266
escalaropt_missings,_TruncatedSVD,150,scy_cossine,1111.9118568897247,0.008992805755395683,5,556,0.23633156966490296,134,567,0.2556390977443609,68,266
escalaropt_missings,_TruncatedSVD,150,Camberra,1000.6244497299194,0.008992805755395683,5,556,0.23633156966490296,134,567,0.2556390977443609,68,266
escalaropt_missings,_TruncatedSVD,150,BrayCurtis,1083.9797339439392,0.008992805755395683,5,556,0.23633156966490296,134,567,0.2556390977443609,68,266
escalaropt_missings,_TruncatedSVD,150,np_cossine,1073.1435856819153,0.008992805755395683,5,556,0.23633156966490296,134,567,0.2556390977443609,68,266
escalaropt_missings,_IncrementalPCA,10,Manhattan,1116.7786288261414,0.007194244604316547,4,556,0.18694885361552027,106,567,0.20676691729323307,55,266
escalaropt_missings,_IncrementalPCA,10,scy_cossine,1027.6690244674685,0.007194244604316547,4,556,0.18694885361552027,106,567,0.20676691729323307,55,266
escalaropt_missings,_IncrementalPCA,10,Camberra,1004.0615634918213,0.007194244604316547,4,556,0.18694885361552027,106,567,0.20676691729323307,55,266
escalaropt_missings,_IncrementalPCA,10,BrayCurtis,1013.124796628952,0.007194244604316547,4,556,0.18694885361552027,106,567,0.20676691729323307,55,266
escalaropt_missings,_IncrementalPCA,10,np_cossine,1063.4188656806946,0.007194244604316547,4,556,0.18694885361552027,106,567,0.20676691729323307,55,266
escalaropt_missings,_IncrementalPCA,20,Manhattan,1134.7667033672333,0.008992805755395683,5,556,0.20458553791887124,116,567,0.2368421052631579,63,266
escalaropt_missings,_IncrementalPCA,20,scy_cossine,999.8227920532228,0.008992805755395683,5,556,0.20458553791887124,116,567,0.2368421052631579,63,266
escalaropt_missings,_IncrementalPCA,20,Camberra,1007.6644315719604,0.008992805755395683,5,556,0.20458553791887124,116,567,0.2368421052631579,63,266
escalaropt_missings,_IncrementalPCA,20,BrayCurtis,996.1935007572174,0.008992805755395683,5,556,0.20458553791887124,116,567,0.2368421052631579,63,266
escalaropt_missings,_IncrementalPCA,20,np_cossine,972.5852625370026,0.008992805755395683,5,556,0.20458553791887124,116,567,0.2368421052631579,63,266
escalaropt_missings,_IncrementalPCA,30,Manhattan,1117.4747953414917,0.008992805755395683,5,556,0.21340388007054675,121,567,0.2669172932330827,71,266
escalaropt_missings,_IncrementalPCA,30,scy_cossine,989.8034579753876,0.008992805755395683,5,556,0.21340388007054675,121,567,0.2669172932330827,71,266
escalaropt_missings,_IncrementalPCA,30,Camberra,977.7595479488373,0.008992805755395683,5,556,0.21340388007054675,121,567,0.2669172932330827,71,266
escalaropt_missings,_IncrementalPCA,30,BrayCurtis,973.9826009273528,0.008992805755395683,5,556,0.21340388007054675,121,567,0.2669172932330827,71,266
escalaropt_missings,_IncrementalPCA,30,np_cossine,972.1408877372743,0.008992805755395683,5,556,0.21340388007054675,121,567,0.2669172932330827,71,266
escalaropt_missings,_IncrementalPCA,50,Manhattan,1239.7945649623869,0.008992805755395683,5,556,0.2416225749559083,137,567,0.2330827067669173,62,266
escalaropt_missings,_IncrementalPCA,50,scy_cossine,994.3829896450044,0.008992805755395683,5,556,0.2416225749559083,137,567,0.2330827067669173,62,266
escalaropt_missings,_IncrementalPCA,50,Camberra,985.2990908622743,0.008992805755395683,5,556,0.2416225749559083,137,567,0.2330827067669173,62,266
escalaropt_missings,_IncrementalPCA,50,BrayCurtis,979.5943040847777,0.008992805755395683,5,556,0.2416225749559083,137,567,0.2330827067669173,62,266
escalaropt_missings,_IncrementalPCA,50,np_cossine,978.8766875267028,0.008992805755395683,5,556,0.2416225749559083,137,567,0.2330827067669173,62,266
escalaropt_missings,_IncrementalPCA,80,Manhattan,1360.7183780670164,0.008992805755395683,5,556,0.2380952380952381,135,567,0.2368421052631579,63,266
escalaropt_missings,_IncrementalPCA,80,scy_cossine,980.57830286026,0.008992805755395683,5,556,0.2380952380952381,135,567,0.2368421052631579,63,266
escalaropt_missings,_IncrementalPCA,80,Camberra,974.6174676418304,0.008992805755395683,5,556,0.2380952380952381,135,567,0.2368421052631579,63,266
escalaropt_missings,_IncrementalPCA,80,BrayCurtis,985.3986291885376,0.008992805755395683,5,556,0.2380952380952381,135,567,0.2368421052631579,63,266
escalaropt_missings,_IncrementalPCA,80,np_cossine,978.973007440567,0.008992805755395683,5,556,0.2380952380952381,135,567,0.2368421052631579,63,266
escalaropt_missings,_IncrementalPCA,100,Manhattan,1446.5899181365967,0.008992805755395683,5,556,0.2433862433862433,138,567,0.2368421052631579,63,266
escalaropt_missings,_IncrementalPCA,100,scy_cossine,984.645486354828,0.008992805755395683,5,556,0.2433862433862433,138,567,0.2368421052631579,63,266
escalaropt_missings,_IncrementalPCA,100,Camberra,993.2067441940308,0.008992805755395683,5,556,0.2433862433862433,138,567,0.2368421052631579,63,266
escalaropt_missings,_IncrementalPCA,100,BrayCurtis,984.5168175697328,0.008992805755395683,5,556,0.2433862433862433,138,567,0.2368421052631579,63,266
escalaropt_missings,_IncrementalPCA,100,np_cossine,978.10001039505,0.008992805755395683,5,556,0.2433862433862433,138,567,0.2368421052631579,63,266
escalaropt_missings,_IncrementalPCA,120,Manhattan,1511.6702830791473,0.008992805755395683,5,556,0.2416225749559083,137,567,0.2330827067669173,62,266
escalaropt_missings,_IncrementalPCA,120,scy_cossine,1069.9237353801727,0.008992805755395683,5,556,0.2416225749559083,137,567,0.2330827067669173,62,266
escalaropt_missings,_IncrementalPCA,120,Camberra,1017.899064064026,0.008992805755395683,5,556,0.2416225749559083,137,567,0.2330827067669173,62,266
escalaropt_missings,_IncrementalPCA,120,BrayCurtis,975.3766491413116,0.008992805755395683,5,556,0.2416225749559083,137,567,0.2330827067669173,62,266
escalaropt_missings,_IncrementalPCA,120,np_cossine,972.4405131340027,0.008992805755395683,5,556,0.2416225749559083,137,567,0.2330827067669173,62,266
escalaropt_missings,_IncrementalPCA,150,Manhattan,1633.1964750289915,0.008992805755395683,5,556,0.2451499118165785,139,567,0.2293233082706767,61,266
escalaropt_missings,_IncrementalPCA,150,scy_cossine,1045.5772886276243,0.008992805755395683,5,556,0.2451499118165785,139,567,0.2293233082706767,61,266
escalaropt_missings,_IncrementalPCA,150,Camberra,1019.1349694728852,0.008992805755395683,5,556,0.2451499118165785,139,567,0.2293233082706767,61,266
escalaropt_missings,_IncrementalPCA,150,BrayCurtis,1023.3615107536316,0.008992805755395683,5,556,0.2451499118165785,139,567,0.2293233082706767,61,266
escalaropt_missings,_IncrementalPCA,150,np_cossine,1008.2101385593414,0.008992805755395683,5,556,0.2451499118165785,139,567,0.2293233082706767,61,266
escalaropt_missings,_FactorAnalysis,10,Manhattan,1112.2265632152555,0.0035971223021582736,2,556,0.20811287477954146,118,567,0.2669172932330827,71,266
escalaropt_missings,_FactorAnalysis,10,scy_cossine,1077.1949331760406,0.0035971223021582736,2,556,0.20811287477954146,118,567,0.2669172932330827,71,266
escalaropt_missings,_FactorAnalysis,10,Camberra,1092.9709227085114,0.0035971223021582736,2,556,0.20811287477954146,118,567,0.2669172932330827,71,266
escalaropt_missings,_FactorAnalysis,10,BrayCurtis,1052.9334053993223,0.0035971223021582736,2,556,0.20811287477954146,118,567,0.2669172932330827,71,266
escalaropt_missings,_FactorAnalysis,10,np_cossine,1072.3525247573853,0.0035971223021582736,2,556,0.20811287477954146,118,567,0.2669172932330827,71,266
escalaropt_missings,_FactorAnalysis,20,Manhattan,1123.5340087413788,0.0,0,556,0.2345679012345679,133,567,0.2631578947368421,70,266
escalaropt_missings,_FactorAnalysis,20,scy_cossine,1090.567279338837,0.0,0,556,0.2345679012345679,133,567,0.2631578947368421,70,266
escalaropt_missings,_FactorAnalysis,20,Camberra,995.7646582126616,0.0,0,556,0.2345679012345679,133,567,0.2631578947368421,70,266
escalaropt_missings,_FactorAnalysis,20,BrayCurtis,1017.7809948921204,0.0,0,556,0.2345679012345679,133,567,0.2631578947368421,70,266
escalaropt_missings,_FactorAnalysis,20,np_cossine,1209.654883146286,0.0,0,556,0.2345679012345679,133,567,0.2631578947368421,70,266
escalaropt_missings,_FactorAnalysis,30,Manhattan,1197.355208158493,0.0,0,556,0.2310405643738977,131,567,0.2781954887218045,74,266
escalaropt_missings,_FactorAnalysis,30,scy_cossine,1086.9854850769045,0.0,0,556,0.2310405643738977,131,567,0.2781954887218045,74,266
escalaropt_missings,_FactorAnalysis,30,Camberra,1026.9533710479736,0.0,0,556,0.2310405643738977,131,567,0.2781954887218045,74,266
escalaropt_missings,_FactorAnalysis,30,BrayCurtis,1055.668271780014,0.0,0,556,0.2310405643738977,131,567,0.2781954887218045,74,266
escalaropt_missings,_FactorAnalysis,30,np_cossine,1033.866539478302,0.0,0,556,0.2310405643738977,131,567,0.2781954887218045,74,266
escalaropt_missings,_FactorAnalysis,50,BrayCurtis,1427.9937422275545,0.007194244604316547,4,556,0.19576719576719576,111,567,0.2706766917293233,72,266
escalaropt_missings,_FactorAnalysis,80,BrayCurtis,1634.252285003662,0.0035971223021582736,2,556,0.15520282186948853,88,567,0.2518796992481203,67,266
escalaropt_missings,_FactorAnalysis,100,BrayCurtis,1889.666251897812,0.0,0,556,0.17989417989417988,102,567,0.2781954887218045,74,266
escalaropt_missings,_PCA,10,BrayCurtis,1151.496422290802,0.007194244604316547,4,556,0.18694885361552027,106,567,0.19924812030075187,53,266
escalaropt_missings,_PCA,20,BrayCurtis,1211.5772979259489,0.01079136690647482,6,556,0.19400352733686066,110,567,0.2443609022556391,65,266
escalaropt_missings,_PCA,30,BrayCurtis,1262.9266681671145,0.008992805755395683,5,556,0.21516754850088185,122,567,0.2631578947368421,70,266
escalaropt_missings,_PCA,50,BrayCurtis,1668.7652781009674,0.008992805755395683,5,556,0.2380952380952381,135,567,0.2406015037593985,64,266
escalaropt_missings,_PCA,80,BrayCurtis,1949.4601955413816,0.008992805755395683,5,556,0.2416225749559083,137,567,0.2293233082706767,61,266
escalaropt_missings,_PCA,100,BrayCurtis,2228.48531126976,0.008992805755395683,5,556,0.24338624338624334,138,567,0.2368421052631579,63,266
escalaropt_missings,_PCA,120,BrayCurtis,2332.861112117768,0.008992805755395683,5,556,0.24338624338624334,138,567,0.2330827067669173,62,266
Nothing,_NMF,10,BrayCurtis,1062.5368509292603,0.00539568345323741,3,556,0.16225749559082892,92,567,0.22556390977443608,60,266
Nothing,_NMF,20,BrayCurtis,1144.7054488658905,0.008992805755395683,5,556,0.20987654320987653,119,567,0.22556390977443608,60,266
Nothing,_NMF,30,BrayCurtis,1209.012800693512,0.007194244604316547,4,556,0.24691358024691357,140,567,0.2556390977443609,68,266
Nothing,_NMF,35,BrayCurtis,1238.244920015335,0.007194244604316547,4,556,0.30335097001763667,172,567,0.2819548872180451,75,266
Nothing,_NMF,40,BrayCurtis,1267.6409833431244,0.007194244604316547,4,556,0.24691358024691357,140,567,0.2706766917293233,72,266
Nothing,_NMF,45,BrayCurtis,1306.5872678756714,0.008992805755395683,5,556,0.24338624338624337,138,567,0.23308270676691728,62,266
Nothing,_NMF,50,BrayCurtis,1338.112875699997,0.0035971223021582736,2,556,0.2804232804232804,159,567,0.2669172932330827,71,266
Nothing,_NMF,55,BrayCurtis,1367.972219467163,0.0035971223021582736,2,556,0.26455026455026454,150,567,0.24812030075187969,66,266
Nothing,_NMF,60,BrayCurtis,1389.8726465702057,0.0017985611510791368,1,556,0.25044091710758376,142,567,0.24060150375939848,64,266
Nothing,_NMF,65,BrayCurtis,1413.115712404251,0.00539568345323741,3,556,0.26807760141093473,152,567,0.2706766917293233,72,266
Nothing,_NMF,70,BrayCurtis,1451.374187707901,0.00539568345323741,3,556,0.2786596119929453,158,567,0.2631578947368421,70,266
Nothing,_NMF,80,BrayCurtis,1515.7761342525482,0.00539568345323741,3,556,0.2821869488536155,160,567,0.2706766917293233,72,266
Nothing,_NMF,100,BrayCurtis,1650.3100228309631,0.007194244604316547,4,556,0.2716049382716049,154,567,0.24812030075187969,66,266
Nothing,_NMF,120,BrayCurtis,1761.8276064395905,0.007194244604316547,4,556,0.25220458553791886,143,567,0.2593984962406015,69,266
Nothing,_NMF,150,BrayCurtis,1952.1278185844421,0.00539568345323741,3,556,0.20282186948853614,115,567,0.22932330827067668,61,266
escalaropt_missings,_NMF,35,BrayCurtis,1240.70228266716,0.007194244604316547,4,556,0.30335097001763667,172,567,0.2819548872180451,75,266
escalaropt_missings,_NMF,40,BrayCurtis,1267.1458599567413,0.007194244604316547,4,556,0.24691358024691357,140,567,0.2706766917293233,72,266
escalaropt_missings,_NMF,45,BrayCurtis,1304.0308945178986,0.008992805755395683,5,556,0.24338624338624337,138,567,0.23308270676691728,62,266
escalaropt_missings,_NMF,55,BrayCurtis,1369.9374339580536,0.0017985611510791368,1,556,0.26631393298059963,151,567,0.2744360902255639,73,266
escalaropt_missings,_NMF,60,BrayCurtis,1394.2909593582153,0.007194244604316547,4,556,0.25044091710758376,142,567,0.2631578947368421,70,266
escalaropt_missings,_NMF,65,BrayCurtis,1422.8124713897705,0.00539568345323741,3,556,0.2698412698412698,153,567,0.2744360902255639,73,266
escalaropt_missings,_NMF,70,BrayCurtis,1456.164481163025,0.0,0,556,0.26807760141093473,152,567,0.2781954887218045,74,266
escalaropt_std,_NMF,10,BrayCurtis,1056.021987915039,0.00539568345323741,3,556,0.16225749559082892,92,567,0.22556390977443608,60,266
escalaropt_std,_NMF,20,BrayCurtis,1135.502376794815,0.008992805755395683,5,556,0.20987654320987653,119,567,0.22556390977443608,60,266
escalaropt_std,_NMF,30,BrayCurtis,1206.0156662464142,0.007194244604316547,4,556,0.24691358024691357,140,567,0.2556390977443609,68,266
escalaropt_std,_NMF,35,BrayCurtis,1236.30743932724,0.007194244604316547,4,556,0.30335097001763667,172,567,0.2819548872180451,75,266
escalaropt_std,_NMF,40,BrayCurtis,1267.4769451618195,0.007194244604316547,4,556,0.24691358024691357,140,567,0.2706766917293233,72,266
escalaropt_std,_NMF,45,BrayCurtis,1306.6845257282257,0.008992805755395683,5,556,0.24338624338624337,138,567,0.23308270676691728,62,266
escalaropt_std,_NMF,50,BrayCurtis,1331.378079175949,0.0035971223021582736,2,556,0.2804232804232804,159,567,0.2669172932330827,71,266
escalaropt_std,_NMF,55,BrayCurtis,1371.6994318962097,0.007194244604316547,4,556,0.25220458553791886,143,567,0.2518796992481203,67,266
escalaropt_std,_NMF,60,BrayCurtis,1392.9161059856415,0.007194244604316547,4,556,0.25573192239858905,145,567,0.2669172932330827,71,266
escalaropt_std,_NMF,65,BrayCurtis,1420.6959829330444,0.00539568345323741,3,556,0.26278659611992944,149,567,0.2556390977443609,68,266
escalaropt_std,_NMF,70,BrayCurtis,1456.8533253669739,0.0017985611510791368,1,556,0.25925925925925924,147,567,0.2669172932330827,71,266
escalaropt_std,_NMF,80,BrayCurtis,1513.4862327575684,0.00539568345323741,3,556,0.2821869488536155,160,567,0.2593984962406015,69,266
escalaropt_std,_NMF,100,BrayCurtis,1639.8832759857178,0.007194244604316547,4,556,0.25396825396825395,144,567,0.2593984962406015,69,266
escalaropt_std,_NMF,120,BrayCurtis,1760.985770702362,0.007194244604316547,4,556,0.25220458553791886,143,567,0.2593984962406015,69,266
